Year,Issue,Keyword,Frequency
2016,1,Observers,1
2016,1,Stability criteria,1
2016,1,Thermal stability,1
2016,1,Psychology,1
2016,1,Electronic mail,1
2016,1,Robustness,1
2016,1,Particle measurements,2
2016,1,Aerospace electronics,1
2016,1,Interviews,1
2016,1,Acoustics,1
2016,1,Speech,2
2016,1,Atmospheric measurements,2
2016,1,Time series analysis,1
2016,1,Synchronization,1
2016,1,Games,1
2016,1,Indexes,1
2016,1,Image color analysis,1
2016,1,Media,1
2016,1,Motion pictures,2
2016,1,Feature extraction,2
2016,1,YouTube,1
2016,1,Videos,2
2016,1,Films,1
2016,1,Hidden Markov models,1
2016,1,Predictive models,1
2016,1,Correlation,1
2016,1,Visualization,1
2016,1,Brain models,1
2016,1,Mood,1
2016,1,Sentiment analysis,1
2016,1,Analytical models,1
2016,1,Computational modeling,1
2016,1,Communities,1
2016,1,Emotion recognition,1
2016,1,Appraisal,1
2016,1,Recurrent neural networks,1
2016,1,Tagging,1
2016,1,Databases,1
2016,1,Electroencephalography,1
2015,4,Trajectory,1
2015,4,Feature extraction,4
2015,4,Emotion recognition,7
2015,4,Audio-visual systems,1
2015,4,Classification,1
2015,4,Speech processing,2
2015,4,Image color analysis,2
2015,4,Synchronization,1
2015,4,Noise measurement,1
2015,4,Social factors,3
2015,4,Perception,1
2015,4,Probabilistic logic,1
2015,4,Sentiment analysis,2
2015,4,Computational modeling,1
2015,4,Crowdsourcing,1
2015,4,Probability distribution,1
2015,4,Bayes methods,1
2015,4,Behavioral science,2
2015,4,Streaming media,1
2015,4,Motion pictures,1
2015,4,Electroencephalography,1
2015,4,Multimedia communication,1
2015,4,Brain models,1
2015,4,Statistical analysis,1
2015,4,Heart rate variability,1
2015,4,Standards,1
2015,4,Heart rate measurement,1
2015,4,Acoustics,1
2015,4,Content analysis,1
2015,4,Mel frequency cepstral coefficient,1
2015,4,Video retrieval,1
2015,4,Three-dimensional displays,1
2015,4,Facial features,2
2015,4,Social intelligence,1
2015,4,Facial muscles,1
2015,4,Angular velocity,1
2015,4,Infants,1
2015,4,Displacement measurement,1
2015,4,Human factors,1
2015,3,Advertising,1
2015,3,Media,2
2015,3,Face,1
2015,3,Data collection,1
2015,3,Encoding,1
2015,3,Internet,1
2015,3,Webcams,1
2015,3,Research and development,1
2015,3,Multimedia communication,1
2015,3,Special issues and sections,1
2015,3,Support vector machines,1
2015,3,Social network services,1
2015,3,Analytical models,2
2015,3,Computational modeling,4
2015,3,Correlation,3
2015,3,Data models,2
2015,3,Visualization,3
2015,3,Mood,1
2015,3,Timbre,1
2015,3,Frequency modulation,1
2015,3,Feature extraction,3
2015,3,Mel frequency cepstral coefficient,1
2015,3,Physiology,1
2015,3,Databases,1
2015,3,Motion pictures,1
2015,3,Electroencephalography,1
2015,3,Emotion recognition,2
2015,3,Electrocardiography,1
2015,3,Educational institutions,2
2015,3,Linear programming,1
2015,3,Multiple signal classification,1
2015,3,Psychology,1
2015,3,Rhythm,1
2015,3,Gaussian distribution,1
2015,3,Trajectory,1
2015,3,Sea measurements,1
2015,3,Testing,1
2015,3,Context,1
2015,3,Linear discriminant analysis,1
2015,3,Semantics,1
2015,3,Robots,1
2015,3,Picture archiving and communication systems,1
2015,3,Ontologies,1
2015,3,Autism,1
2015,3,Variable speed drives,1
2015,3,Communities,1
2015,3,Blogs,1
2015,3,Sociology,1
2015,2,Proposals,1
2015,2,Context,2
2015,2,History,1
2015,2,Visualization,2
2015,2,Acoustics,3
2015,2,Speech,1
2015,2,Time factors,1
2015,2,Computational modeling,2
2015,2,Cost accounting,1
2015,2,Particle measurements,2
2015,2,Games,3
2015,2,Educational institutions,1
2015,2,Indexes,1
2015,2,Atmospheric measurements,2
2015,2,Meetings,1
2015,2,Virtual environments,1
2015,2,Affective computing,2
2015,2,Special issues and sections,1
2015,2,Gold,1
2015,2,Delays,1
2015,2,Databases,2
2015,2,Feature extraction,2
2015,2,Emotion recognition,2
2015,2,Mutual information,1
2015,2,Music,1
2015,2,Smoothing methods,1
2015,2,Time series analysis,1
2015,2,Analytical models,1
2015,2,Heuristic algorithms,1
2015,2,Multiple signal classification,1
2015,2,Kalman filters,1
2015,2,Avatars,2
2015,2,Standards,1
2015,2,Decision making,1
2015,2,Computers,1
2015,2,Production,1
2015,2,Legged locomotion,1
2015,2,Solids,1
2015,2,Snow,1
2015,2,Microphones,1
2015,2,Mood,1
2015,2,Videos,2
2015,2,Observers,1
2015,2,Face,2
2015,2,Face recognition,2
2015,2,Animation,1
2015,2,Physiology,1
2015,2,Heart rate variability,1
2015,2,Stress,1
2015,2,Sensitivity,1
2015,2,Skin,1
2015,2,Hidden Markov models,1
2015,2,Correlation,1
2015,2,Facial features,1
2015,2,Video recording,1
2015,1,Hidden Markov models,1
2015,1,Computational modeling,3
2015,1,Databases,4
2015,1,Motion pictures,1
2015,1,Protocols,1
2015,1,Licenses,1
2015,1,Feature extraction,3
2015,1,Face,2
2015,1,Face recognition,1
2015,1,Image edge detection,1
2015,1,Eyebrows,1
2015,1,Image resolution,1
2015,1,Nose,1
2015,1,Music,2
2015,1,Environmental factors,1
2015,1,Numerical models,1
2015,1,Biological system modeling,1
2015,1,Emotion recognition,2
2015,1,Mood,1
2015,1,Context,1
2015,1,Videos,1
2015,1,Cameras,1
2015,1,Mel frequency cepstral coefficient,1
2015,1,Speech recognition,1
2015,1,Harmonic analysis,1
2015,1,Speech,1
2015,1,Probabilistic logic,1
2015,1,Predictive models,1
2015,1,Adaptation models,1
2015,1,Data models,1
2014,4,Support vector machines,2
2014,4,Pattern recognition,1
2014,4,Shape analysis,1
2014,4,Image edge detection,1
2014,4,Feature extraction,3
2014,4,Computer vision,1
2014,4,Facial recognition,2
2014,4,Linguistics,1
2014,4,Computational modeling,1
2014,4,Bandwidth,1
2014,4,Distributed processing,1
2014,4,Speech coding,1
2014,4,Speech recognition,1
2014,4,Hidden Markov models,1
2014,4,Time-frequency analysis,1
2014,4,Emotion recognition,3
2014,4,Optical imaging,1
2014,4,Music,1
2014,4,Physiology,2
2014,4,Stress,2
2014,4,User interfaces,1
2014,4,Music information retrieval,1
2014,4,Transient analysis,1
2014,4,Temperature measurement,1
2014,4,Biomedical image processing,1
2014,4,Hyperspectral imaging,1
2014,4,Psychology,1
2014,4,Databases,1
2014,4,Crowdsourcing,1
2014,4,Audio-visual systems,1
2014,4,Advertising,1
2014,4,Data collection,1
2014,4,Face recognition,1
2014,4,Internet,1
2014,4,Videos,1
2014,4,Market research,1
2014,4,Indexes,1
2014,3,Sentiment analysis,1
2014,3,Learning systems,1
2014,3,Education,1
2014,3,Psychology,5
2014,3,Special issues and sections,1
2014,3,Monitoring,1
2014,3,Sensor systems,1
2014,3,Context,4
2014,3,Biomedical monitoring,1
2014,3,Real-time systems,2
2014,3,Laboratories,1
2014,3,Observers,1
2014,3,Computational modeling,3
2014,3,Communities,3
2014,3,Biological system modeling,1
2014,3,Correlation,1
2014,3,Lenses,1
2014,3,Mood,1
2014,3,Media,1
2014,3,Process control,1
2014,3,Blogs,1
2014,3,Feature extraction,4
2014,3,Pragmatics,1
2014,3,Electrodes,2
2014,3,Time-frequency analysis,1
2014,3,Electroencephalography,1
2014,3,Discrete wavelet transforms,1
2014,3,Emotion recognition,3
2014,3,Autism,1
2014,3,Variable speed drives,1
2014,3,Shape,1
2014,3,Visualization,1
2014,3,Joints,1
2014,3,Signal processing,1
2014,3,Educational institutions,2
2014,3,Conferences,1
2014,3,Predictive models,1
2014,3,Numerical models,1
2014,3,Training,2
2014,3,Data models,1
2014,3,Affective computing,1
2014,3,Transforms,1
2014,3,System-on-chip,1
2014,3,Accuracy,1
2014,3,Computers,1
2014,3,Computer science,1
2014,3,Hidden Markov models,1
2014,3,Face,2
2014,3,Face recognition,3
2014,3,Three-dimensional displays,1
2014,3,Manifolds,1
2014,3,Videos,1
2014,3,Lighting,1
2014,3,Dictionaries,1
2014,3,Muscles,1
2014,3,Facial muscles,1
2014,3,Electromyography,1
2014,2,Observers,2
2014,2,Materials,2
2014,2,Tracking,1
2014,2,Feature extraction,4
2014,2,Computer vision,1
2014,2,Education,1
2014,2,Joints,1
2014,2,Dynamics,1
2014,2,History,1
2014,2,Robot kinematics,1
2014,2,Pragmatics,1
2014,2,Educational institutions,2
2014,2,Robustness,1
2014,2,Databases,2
2014,2,Context,1
2014,2,Accuracy,3
2014,2,Acoustics,1
2014,2,Speech,2
2014,2,Physiology,2
2014,2,Data acquisition,1
2014,2,Videos,2
2014,2,Films,1
2014,2,Heart rate,1
2014,2,Face,2
2014,2,Reliability,1
2014,2,Protocols,1
2014,2,Decision making,1
2014,2,Computers,2
2014,2,Psychology,2
2014,2,Atmospheric measurements,1
2014,2,Gaussian processes,1
2014,2,Correlation,1
2014,2,Irrigation,1
2014,2,Electroencephalography,1
2014,2,Robot sensing systems,1
2014,2,Feedback loop,1
2014,2,Affective computing,1
2014,2,Games,1
2014,2,Support vector machines,1
2014,2,Face recognition,1
2014,2,Training,1
2014,2,Radio frequency,1
2014,2,Natural language processing,1
2014,2,Cultural differences,1
2014,2,Electronic mail,1
2014,2,Appraisal,1
2014,1,Observers,1
2014,1,Labeling,1
2014,1,Tablet computers,1
2014,1,Reliability,1
2014,1,Training,2
2014,1,Games,6
2014,1,Software,1
2014,1,Engines,1
2014,1,Artificial intelligence,2
2014,1,Computational modeling,3
2014,1,Cognition,1
2014,1,Psychology,1
2014,1,Appraisal,1
2014,1,Emotion recognition,1
2014,1,User interfaces,1
2014,1,Special issues and sections,1
2014,1,Lead,1
2014,1,Context,1
2014,1,Shape,1
2014,1,Mathematical model,1
2014,1,Context modeling,1
2014,1,Machine vision,1
2014,1,Surface topography,1
2014,1,Correlation,2
2014,1,Three-dimensional displays,1
2014,1,Feature extraction,2
2014,1,Visualization,1
2014,1,Visual perception,1
2014,1,Vectors,1
2014,1,Testing,1
2014,1,Face recognition,1
2014,1,Facial features,1
2014,1,Head,1
2014,1,Communities,1
2014,1,Diseases,1
2014,1,Educational institutions,1
2014,1,Crystals,1
2014,1,Mood,1
2014,1,Avatars,1
2014,1,Storage area networks,1
2014,1,Prototypes,1
2013,4,Additives,1
2013,4,Face,1
2013,4,Context,3
2013,4,Accuracy,2
2013,4,Videos,2
2013,4,Computers,1
2013,4,Speech,5
2013,4,Mood,2
2013,4,Energy states,1
2013,4,Encoding,2
2013,4,Attitude control,1
2013,4,Energy measurement,1
2013,4,Decision support systems,1
2013,4,Computational modeling,3
2013,4,Data analysis,1
2013,4,Handheld computers,1
2013,4,Software,1
2013,4,Appraisal,2
2013,4,Classification algorithms,1
2013,4,Machine learning algorithms,1
2013,4,Semantics,2
2013,4,Mutual information,1
2013,4,Labeling,1
2013,4,Switches,1
2013,4,Pragmatics,1
2013,4,Emotion recognition,2
2013,4,Games,1
2013,4,Robustness,1
2013,4,Training,2
2013,4,Databases,1
2013,4,Feature extraction,1
2013,4,Acoustics,1
2013,4,Physiology,1
2013,4,Systematics,1
2013,4,Robots,1
2013,4,Human computer interaction,1
2013,4,Modulation,1
2013,4,Correlation,1
2013,4,Collaboration,1
2013,4,Twitter,1
2013,4,Context modeling,1
2013,4,Analytical models,1
2013,4,Hidden Markov models,1
2013,4,Speech coding,1
2013,4,Data models,1
2013,4,Psychology,1
2013,4,Vectors,1
2013,4,Face recognition,1
2013,4,Image recognition,1
2013,4,Joints,1
2013,4,Dictionaries,1
2013,4,Algorithm design and analysis,1
2013,3,Measurement,2
2013,3,Context,1
2013,3,Training,1
2013,3,Speech recognition,2
2013,3,Educational institutions,1
2013,3,Prototypes,1
2013,3,Speech,2
2013,3,Vectors,1
2013,3,Hidden Markov models,1
2013,3,Computational modeling,2
2013,3,Emotion recognition,2
2013,3,Proposals,1
2013,3,Computer architecture,1
2013,3,Computers,1
2013,3,Affective computing,1
2013,3,Psychology,3
2013,3,Computer science,1
2013,3,Physiology,1
2013,3,Communities,1
2013,3,Pragmatics,1
2013,3,Human computer interaction,1
2013,3,Virtual reality,1
2013,3,Internet,2
2013,3,Libraries,1
2013,3,Databases,2
2013,3,Accuracy,2
2013,3,Semantics,1
2013,3,Software,1
2013,3,Face recognition,1
2013,3,Feature extraction,1
2013,3,Computer vision,1
2013,3,Aging,1
2013,2,Streaming media,1
2013,2,Mirrors,1
2013,2,Face,2
2013,2,Face recognition,3
2013,2,Visualization,1
2013,2,Speech recognition,1
2013,2,Physiology,1
2013,2,Electrodes,1
2013,2,Computers,1
2013,2,Games,1
2013,2,Market research,1
2013,2,Educational institutions,1
2013,2,Electromyography,1
2013,2,Switches,1
2013,2,Particle measurements,2
2013,2,Interviews,1
2013,2,Audio recording,1
2013,2,Speech,2
2013,2,Timing,1
2013,2,Atmospheric measurements,2
2013,2,Databases,2
2013,2,Facial features,1
2013,2,Feature extraction,3
2013,2,Emotion recognition,1
2013,2,Mutual information,1
2013,2,Acoustics,1
2013,2,Music,1
2013,2,Time-frequency analysis,1
2013,2,Electroencephalography,1
2013,2,Band-pass filters,1
2013,2,Multiple signal classification,1
2013,2,Appraisal,2
2013,2,Hidden Markov models,1
2013,2,Computational modeling,2
2013,2,Gold,2
2013,2,Image recognition,1
2013,2,Data models,1
2013,2,Training data,1
2013,2,Encoding,1
2013,2,Pain,1
2013,2,Engines,1
2013,2,Tagging,1
2013,2,Natural language processing,1
2013,2,Manuals,1
2013,2,Semantics,1
2013,2,Dictionaries,1
2013,2,Availability,1
2013,2,Current measurement,1
2013,2,Psychology,2
2013,2,Biomedical monitoring,1
2013,2,Cameras,1
2013,2,Heart rate,1
2013,2,Predictive models,1
2013,2,Adaptation models,1
2013,2,Differential equations,1
2013,2,Mathematical model,1
2013,1,Face recognition,4
2013,1,Databases,1
2013,1,Training,1
2013,1,Eigenvalues and eigenfunctions,1
2013,1,Emotion recognition,2
2013,1,Data models,1
2013,1,Cultural differences,1
2013,1,Data visualization,1
2013,1,Principal component analysis,2
2013,1,Biological system modeling,2
2013,1,Machine learning,1
2013,1,Estimation,1
2013,1,Manifolds,1
2013,1,Speech processing,1
2013,1,Image sequences,1
2013,1,Labeling,1
2013,1,Image segmentation,1
2013,1,Physiology,2
2013,1,Noise reduction,1
2013,1,Multiresolution analysis,1
2013,1,Low pass filters,1
2013,1,Human computer interaction,1
2013,1,Kalman filters,1
2013,1,Receivers,1
2013,1,Image recognition,1
2013,1,Encryption,1
2013,1,Feature extraction,1
2013,1,Servers,1
2013,1,Mood,1
2013,1,Sentiment analysis,2
2013,1,Predictive models,2
2013,1,Data mining,1
2013,1,Algorithm design and analysis,1
2013,1,Psychology,1
2013,1,Human factors,1
2013,1,Motion control,1
2013,1,Monitoring,1
2013,1,Wearable computers,1
2013,1,Biomedical monitoring,1
2013,1,Sensors,1
2013,1,Acceleration,1
2013,1,Heart rate,2
2013,1,Music,1
2013,1,Skin conductance levels,1
2013,1,Temperature sensors,1
2012,4,Ethics,12
2012,4,Robots,5
2012,4,Psychology,2
2012,4,Behavioral science,2
2012,4,Human factors,9
2012,4,Linguistics,1
2012,4,Training,1
2012,4,Pragmatics,1
2012,4,YouTube,1
2012,4,Speech recognition,3
2012,4,Acoustics,1
2012,4,Context awareness,3
2012,4,Robot sensing systems,1
2012,4,Business process re-engineering,1
2012,4,Emotion recognition,5
2012,4,Senior citizens,1
2012,4,Computer industry,1
2012,4,Special issues and sections,1
2012,4,Prediction algorithms,1
2012,4,Content management,1
2012,4,Inference algorithms,1
2012,4,Collaboration,1
2012,4,Man machine systems,2
2012,4,Cognition,1
2012,4,Advertising,1
2012,4,Media,1
2012,4,Face recognition,1
2012,4,Videos,1
2012,4,Internet,1
2012,4,Content awareness,1
2012,4,Artificial intelligence,1
2012,4,Computational modeling,1
2012,4,Process control,1
2012,4,Computer architecture,1
2012,4,Physiology,1
2012,4,Feature extraction,2
2012,4,Partitioning algorithms,1
2012,4,Algorithm design and analysis,1
2012,4,Motion segmentation,1
2012,4,Entertainment,1
2012,4,Computer vision,1
2012,4,Information processing,1
2012,3,Computational modeling,2
2012,3,Correlation,2
2012,3,Robot kinematics,1
2012,3,Encoding,1
2012,3,Psychology,3
2012,3,Speech,4
2012,3,Physiology,3
2012,3,Heart rate variability,1
2012,3,Detectors,2
2012,3,Biomedical monitoring,1
2012,3,Electrocardiography,1
2012,3,Electromyography,2
2012,3,Avatars,2
2012,3,Humans,4
2012,3,Face,3
2012,3,Filling,1
2012,3,Cameras,1
2012,3,Computers,2
2012,3,Psychoacoustic models,1
2012,3,Context,3
2012,3,Noise,1
2012,3,Glass,1
2012,3,Acoustics,1
2012,3,Appraisal,1
2012,3,Support vector machines,1
2012,3,Accuracy,1
2012,3,Robots,1
2012,3,Kernel,1
2012,3,Databases,1
2012,3,Feature extraction,1
2012,3,Transfer functions,1
2012,3,Stress measurement,1
2012,3,Stress,1
2012,3,Tracking,1
2012,3,Imaging,1
2012,3,Synchronization,1
2012,3,Emotion recognition,1
2012,3,Biological system modeling,1
2012,3,Real time systems,2
2012,3,Visualization,1
2012,3,Prosthetics,1
2012,3,Training,1
2012,3,Electroencephalography,1
2012,3,Entropy,1
2012,3,Educational institutions,1
2012,2,Context,2
2012,2,Lattices,1
2012,2,Association rules,1
2012,2,Semantics,1
2012,2,Semantic Web,1
2012,2,Ontologies,1
2012,2,Real-time systems,1
2012,2,Humans,4
2012,2,Emotion recognition,4
2012,2,Computers,2
2012,2,Speech recognition,1
2012,2,Prototypes,2
2012,2,Speech,1
2012,2,Support vector machines,1
2012,2,Protocols,1
2012,2,Feature extraction,2
2012,2,Electrocardiography,2
2012,2,Electromyography,1
2012,2,Appraisal,1
2012,2,Muscles,1
2012,2,Electrodes,1
2012,2,Fatigue,1
2012,2,Sensors,2
2012,2,Mood,1
2012,2,Mobile communication,1
2012,2,Social network services,1
2012,2,Mobile computing,1
2012,2,Predictive models,2
2012,2,IEEE Transactions on Affective Computing,1
2012,2,Correlation,1
2012,2,Physiology,2
2012,2,Computational modeling,1
2012,2,Particle measurements,1
2012,2,Videos,2
2012,2,Skin,1
2012,2,Atmospheric measurements,1
2012,2,Observers,1
2012,2,Visualization,1
2012,2,Acceleration,1
2012,2,Tagging,1
2012,2,Motion pictures,1
2012,2,Electroencephalography,1
2012,2,Multimedia communication,1
2012,2,Logic gates,1
2012,2,Hidden Markov models,1
2012,2,Viterbi algorithm,1
2012,2,Recurrent neural networks,1
2012,2,Context modeling,1
2012,2,Consumer electronics,1
2012,2,Special issues and sections,1
2012,2,Artificial intelligence,1
2012,2,Materials,1
2012,2,Motorcycles,1
2012,2,Software agents,1
2012,2,Educational institutions,1
2012,1,Muscles,1
2012,1,Physiology,2
2012,1,Heart rate variability,1
2012,1,Stress,1
2012,1,Emotion recognition,5
2012,1,Electrocardiography,1
2012,1,Humans,4
2012,1,Tagging,1
2012,1,Databases,5
2012,1,Cameras,1
2012,1,Videos,2
2012,1,Buildings,1
2012,1,Face,3
2012,1,Solids,1
2012,1,Speech,2
2012,1,Knowledge based systems,1
2012,1,Context modeling,1
2012,1,Computational modeling,2
2012,1,Context,3
2012,1,Psychology,1
2012,1,Appraisal,2
2012,1,Motion pictures,1
2012,1,Electroencephalography,1
2012,1,Visualization,1
2012,1,Multimedia communication,1
2012,1,Monitoring,1
2012,1,Animals,2
2012,1,Robot kinematics,1
2012,1,Decision making,1
2012,1,Signal processing,1
2012,1,Electronic mail,1
2012,1,Hidden Markov models,1
2012,1,Feature extraction,1
2012,1,Speech recognition,1
2012,1,Resource management,1
2012,1,Behavioral sciences,1
2012,1,Context awareness,1
2012,1,Speech processing,1
2012,1,System analysis and design,1
2012,1,Cultural differences,1
2012,1,Human factors,1
2012,1,Special issues and sections,1
2012,1,Wires,1
2012,1,IEEE Transactions on Affective Computing,1
2012,1,Encoding,1
2012,1,Decoding,1
2011,4,Face recognition,2
2011,4,Training,1
2011,4,Shape analysis,1
2011,4,Feature extraction,3
2011,4,Human factors,1
2011,4,Complexity theory,1
2011,4,Testing,1
2011,4,Web pages,1
2011,4,Electrooculography,1
2011,4,Behavioral science,1
2011,4,Web and internet services,1
2011,4,Psychology,1
2011,4,Hidden Markov models,1
2011,4,Emotion recognition,2
2011,4,Speech recognition,2
2011,4,Speech processing,2
2011,4,Acoustics,1
2011,4,Information analysis,1
2011,4,Data mining,1
2011,4,Syntactics,1
2011,4,Semantics,1
2011,4,Context modeling,1
2011,4,Algorithm design and analysis,1
2011,3,Video equipment,1
2011,3,Heart rate variability,1
2011,3,Monitoring,1
2011,3,Feature extraction,1
2011,3,Emotion recognition,2
2011,3,Biomedical monitoring,1
2011,3,Electrocardiography,1
2011,3,Games,3
2011,3,Physiology,1
2011,3,Quantum cascade lasers,1
2011,3,Filtering,1
2011,3,Sensors,1
2011,3,Semantics,1
2011,3,Acoustics,1
2011,3,Speech processing,1
2011,3,Content distribution networks,1
2011,3,Computational modeling,1
2011,3,User interfaces,1
2011,3,Adaptation model,1
2011,3,Data models,1
2011,3,Human computer interaction,1
2011,3,Behavioral science,1
2011,3,Hidden Markov models,1
2011,3,Face recognition,1
2011,3,Heuristic algorithms,1
2011,3,Videos,1
2011,3,Animation,1
2011,2,Humans,2
2011,2,Trajectory,1
2011,2,Feature extraction,4
2011,2,Visualization,2
2011,2,Head,1
2011,2,Emotion recognition,3
2011,2,Three dimensional displays,1
2011,2,Behavioral science,1
2011,2,Real time systems,2
2011,2,Human factors,1
2011,2,Special issues and sections,1
2011,2,Hidden Markov models,1
2011,2,Sensors,1
2011,2,Acoustics,1
2011,2,Gold,1
2011,2,Face,1
2011,2,Active appearance model,1
2011,2,Training,1
2011,2,Facial features,1
2011,2,Heuristic algorithms,1
2011,2,Support vector machines,1
2011,2,Accuracy,1
2011,2,Public speaking,1
2011,2,Speech,1
2011,1,Muscles,1
2011,1,Thermal analysis,1
2011,1,Face recognition,1
2011,1,Image processing,2
2011,1,Encoding,1
2011,1,Customer service,1
2011,1,Training data,1
2011,1,Classification algorithms,1
2011,1,Subspace constraints,1
2011,1,Decision trees,1
2011,1,Feature extraction,1
2011,1,Emotion recognition,1
2011,1,Probability distribution,1
2011,1,Semantics,2
2011,1,Speech recognition,1
2011,1,Thesauri,1
2011,1,Pragmatics,1
2011,1,Mutual information,1
2011,1,Ontologies,1
2011,1,Algorithm design and analysis,1
2011,1,Pattern recognition,1
2011,1,User interfaces,1
2011,1,Frequency modulation,1
2011,1,Classification,1
2010,2,Image color analysis,1
2010,2,Electroencephalography,2
2010,2,Feature extraction,2
2010,2,Virtual reality,1
2010,2,Electronic mail,1
2010,2,Interference,1
2010,2,Neurons,1
2010,2,Emotion recognition,4
2010,2,Brain,1
2010,2,Speech recognition,2
2010,2,Databases,1
2010,2,Acoustics,1
2010,2,Heart rate variability,1
2010,2,Particle measurements,1
2010,2,Auditory system,1
2010,2,Atmospheric measurements,1
2010,2,Support vector machines,1
2010,2,Temperature,1
2010,2,Galvanizing,1
2010,2,Patient monitoring,1
2010,2,Phase detection,1
2010,2,Heart rate measurement,1
2010,2,Dementia,1
2010,2,Skin,1
2010,2,Computer architecture,1
2010,2,Heart rate,1
2010,2,Computational modeling,1
2010,2,Man machine systems,1
2010,2,Robots,1
2010,2,Games,1
2010,1,Face detection,1
2010,1,Statistical analysis,1
2010,1,Humans,2
2010,1,Biological system modeling,1
2010,1,Books,1
2010,1,Design for experiments,1
2010,1,Application software,1
2010,1,Frequency,1
2010,1,Collaboration,1
2010,1,Biology computing,1
2010,1,Inference algorithms,1
2010,1,Psychology,1
2010,1,Human computer interaction,1
2010,1,Computational modeling,1
2010,1,Temperature distribution,2
2010,1,Stress,2
2010,1,MOSFET circuits,2
2010,1,Electrons,2
2010,1,Degradation,2
2010,1,High-K gate dielectrics,2
2010,1,High K dielectric materials,2
2010,1,Voltage,2
2010,1,Chemicals,2
2010,1,Hot carriers,2
2010,1,Computer displays,1
2010,1,Hospitals,1
2010,1,Physics computing,1
2010,1,Monitoring,1
2010,1,Face,1
2010,1,Facial animation,1
2010,1,Natural languages,1
2010,1,Medical services,1
2010,1,Speech,1
